BlockNo_	S3300047	S3300074	S3300239
Block743	0.00966	0.01306	0.0104
Block744	0.01375	0.07976	0.05761
Block745	0.8679	0.90589	0.8793
Block746	0.82918	0.85395	0.80941
Block747	0.86505	0.82844	0.80093
Block748	0.00793	0.01975	0.01482
Block749	0.78479	0.40794	0.51824
Block750	0.04363	0.043	0.02289
Block751	0.55939	0.54045	0.58614
Block752	0.24553	0.19696	0.1297
Block753	0.64708	0.72172	0.73925
Block754	0.71741	0.6829	0.70443
Block755	0.8601	0.897	0.90014
Block756	0.90048	0.8924	0.89884
Block757	0.01037	0.04843	0.02238
Block758	0.89449	0.88143	0.8034
Block759	0.79966	0.86973	0.80738
Block760	0.72881	0.72182	0.73223
Block761	0.81716	0.8551	0.8245
Block762	0.81195	0.73022	0.72265
Block763	0.71235	0.6392	0.62714
Block764	0.00084	0.00065	0.0009
Block765	0.60078	0.52055	0.56245
Block766	0.87037	0.59221	0.69701
Block767	0.79627	0.79382	0.78692
Block768	0.01117	0.01559	0.01022
Block769	0.837	0.76581	0.83436
Block770	0.85269	0.82097	0.82678
Block771	0.8726	0.79444	0.811
Block772	0.2039	0.13229	0.14757
Block773	0.05554	0.19923	0.17275
Block774	0.01055	0.01418	0.01711
Block775	0.81001	0.80008	0.79953
Block776	0.82166	0.78469	0.81474
Block777	0.69219	0.66814	0.64662
Block778	0.0142	0.0302	0.04588
Block779	0.89858	0.93571	0.94272
Block780	0.25411	0.16457	0.14638
Block781	0.12817	0.11837	0.25437
Block782	0.26153	0.40062	0.39948
Block783	0.13788	0.10426	0.12716
Block784	0.09498	0.18061	0.05269
Block785	0.44408	0.46543	0.451
Block786	0.83106	0.75515	0.79378
Block787	0.65476	0.62209	0.67143
Block788	0.06914	0.57301	0.49898
Block789	0.724	0.64228	0.67074
Block790	0.82878	0.84917	0.84125
Block791	0.03991	0.07616	0.03884
Block792	0.02661	0.05347	0.05529
Block793	0.70966	0.54384	0.52856
Block794	0.75432	0.77904	0.74529
Block795	0.06332	0.06808	0.07408
Block796	0	0.00116	0.00079
Block797	0.77209	0.80522	0.77541
Block798	0.03677	0.02271	0.02931
Block799	0.03584	0.04279	0.05352
Block800	0.67683	0.6372	0.60846
Block801	0.02305	0.08427	0.05541
Block802	0.81944	0.76614	0.82543
Block803	0.78764	0.66506	0.77107
Block804	0.858	0.84497	0.84086
Block805	0.81383	0.84059	0.82791
Block806	0.75985	0.72516	0.73973
Block807	0.23152	0.14624	0.10727
Block808	0.67199	0.6932	0.72373
Block809	0.59556	0.63882	0.72059
Block810	0.45406	0.55681	0.53732
Block811	0.94715	0.92572	0.92734
Block812	0.00085	0.0003	0.00206
Block813	0.78106	0.79915	0.77573
Block814	0.00615	0.00438	0.00081
Block815	0.06784	0.17209	0.08517
Block816	0.76959	0.64916	0.66935
Block817	0.05876	0.1022	0.07783
Block818	0.80469	0.82258	0.78956
Block819	0.0115	0.01714	0.03481
Block820	0.03208	0.01862	0.04295
Block821	0.53577	0.42426	0.62473
Block822	0.66667	0.78752	0.75181
Block823	0.7118	0.63547	0.62493
Block824	0.83196	0.7758	0.83734
Block825	0.22078	0.22931	0.29206
Block826	0.70333	0.76184	0.79402
Block827	0.80244	0.81285	0.80464
Block828	0.8902	0.88487	0.88278
Block829	0.75589	0.6093	0.59364
Block830	0.72193	0.65197	0.6863
Block831	0.00741	0.0154	0.00695
Block832	0.87123	0.86899	0.85307
Block833	0.8048	0.80032	0.80647
Block834	0.84741	0.63818	0.67746
Block835	0.59787	0.32381	0.42834
Block836	0.01997	0.04757	0.05559
Block837	0.81556	0.84138	0.82099
Block838	0.82624	0.80584	0.79928
Block839	0.71409	0.63137	0.64631
Block840	0.83734	0.85995	0.85036
Block841	0.01306	0.01544	0.00457
Block842	0.23041	0.21242	0.212
Block843	0.8045	0.84883	0.81399
Block844	0.12103	0.07797	0.20907
Block845	0.49262	0.24352	0.20103
Block846	0.00517	0.01122	0.03732
Block847	0.03198	0.03545	0.02111
Block848	0.78989	0.8271	0.80718
Block849	0.61423	0.61922	0.65005
Block850	0.7332	0.73403	0.71164
Block851	0.04392	0.036	0.03695
Block852	0.09971	0.17996	0.14432
Block853	0.89977	0.87559	0.8614
Block854	0.07327	0.10633	0.09773
Block855	0.89616	0.88674	0.87241
Block856	0.225	0.73718	0.68817
Block857	0.88056	0.82908	0.83745
Block858	0.07026	0.30266	0.08034
Block859	0.10526	0.16975	0.13889
Block860	0.72785	0.82359	0.7571
Block861	0.02046	0.00887	0.01841
Block862	0.0061	0.01614	0.0394
Block863	0.8047	0.74087	0.7974
Block864	0.84555	0.79365	0.80805
Block865	0.02593	0.03052	0.02104
Block866	0.60123	0.58171	0.60061
Block867	0.03404	0.10268	0.06872
Block868	0.44869	0.59329	0.59741
Block869	0.87142	0.86165	0.85993
Block870	0.01295	0.01735	0.01595
Block871	0.88045	0.80335	0.82162
Block872	0.91837	0.89658	0.92334
Block873	0.75	0.66	0.74694
Block874	0.79354	0.55575	0.58829
Block875	0.49351	0.231	0.27441
Block876	0.02595	0.11919	0.10664
Block877	0.79021	0.76972	0.80234
Block878	0.89468	0.88351	0.85939
Block879	0.39825	0.51509	0.51454
Block880	0.79646	0.76416	0.81715
Block881	0.01749	0.03289	0.03296
Block882	0.03087	0.05271	0.03617
Block883	0.89912	0.88846	0.89868
Block884	0.62996	0.74825	0.76549
Block885	0.00584	0.01159	0.01306
Block886	0.04755	0.10072	0.0825
Block887	0.33421	0.38205	0.31491
Block888	0.82148	0.86144	0.84912
Block889	0.83497	0.85366	0.85951
Block890	0.25966	0.15873	0.2663
Block891	0.79307	0.77908	0.77476
Block892	0.78319	0.68315	0.72167
Block893	0.0561	0.20716	0.12335
Block894	0.74072	0.7357	0.72251
Block895	0.83447	0.87068	0.83815
Block896	0.00875	0.0112	0.00777
Block897	0.88639	0.86583	0.86039
Block898	0.85519	0.86048	0.87842
Block899	0.24184	0.26599	0.28477
Block900	0.6535	0.66673	0.64224
Block901	0.09349	0.19163	0.17816
Block902	0.86401	0.79877	0.8021
Block903	0.74782	0.60797	0.74687
Block904	0.00718	0.00309	0.09732
Block905	0.00548	0.00934	0.00868
Block906	0.86433	0.87889	0.84288
Block907	0.87547	0.87385	0.88496
Block908	0.006	0.00442	0.00674
Block909	0.00255	0.00156	0.00051
Block910	0	0.00018	0
Block911	0.08582	0.19518	0.17509
Block912	0.76644	0.77444	0.7779
Block913	0.84177	0.55936	0.58755
Block914	0.54321	0.60695	0.57932
Block915	0.74741	0.75309	0.74511
Block916	0.84959	0.81979	0.84324
Block917	0.06996	0.09554	0.12279
Block918	0.80299	0.73415	0.74683
Block919	0.05829	0.11145	0.06242
Block920	0.73863	0.57923	0.54785
Block921	6e-05	0.00013	0.00015
Block922	0.85466	0.86981	0.87497
Block923	1	0.92857	1
Block924	0.90364	0.85664	0.87869
Block925	0.16231	0.01681	0.01157
Block926	0.00366	0.00137	0.0009
Block927	0.76319	0.71987	0.71955
Block928	0.79691	0.86876	0.83172
Block929	0.04844	0.01933	0.07154
Block930	0.03999	0.10568	0.08998
Block931	0.40929	0.21007	0.22316
Block932	0.78853	0.75018	0.78467
Block933	0.62938	0.64158	0.46112
Block934	0.82436	0.80399	0.79166
Block935	0.77005	0.762	0.77545
Block936	0.83122	0.85085	0.809
Block937	0.67653	0.65357	0.68528
Block938	0.84703	0.87646	0.86461
Block939	0.8334	0.78004	0.84194
Block940	0.85319	0.79608	0.86107
Block941	0.80441	0.77385	0.80065
Block942	0.82527	0.84922	0.82599
Block943	0.09074	0.22718	0.17028
Block944	0.00197	0.00928	0.00623
Block945	0.79603	0.76023	0.81957
Block946	0.03276	0.10221	0.08189
Block947	0.52859	0.511	0.51291
Block948	0.06573	0.10181	0.12485
Block949	0.72994	0.65876	0.66798
Block950	0.09172	0.10548	0.12035
Block951	0.81545	0.79194	0.76656
Block952	0.86089	0.8441	0.84916
Block953	0.78997	0.829	0.78777
Block954	0.75433	0.80109	0.8062
Block955	0.81	0.71284	0.74603
Block956	0.70073	0.71467	0.70933
Block957	0.95915	0.88254	0.91536
Block958	0.00749	0.0317	0.01708
Block959	0.86515	0.85707	0.8729
Block960	0.83212	0.8688	0.86347
Block961	0.03286	0.1657	0.18153
Block962	0.85417	0.74074	0.9375
Block963	0.76359	0.79798	0.76149
Block964	0.8828	0.88474	0.89201
Block965	0.84202	0.8621	0.86132
Block966	0.84329	0.80597	0.83658
Block967	0.0954	0.16946	0.14056
Block968	0.89693	0.87164	0.87169
Block969	0.93214	0.83025	0.85
Block970	0.13146	0.26653	0.36347
Block971	0.12081	0.12104	0.10822
Block972	0.00484	0.00159	0.00325
Block973	0.86587	0.87014	0.84639
Block974	0.07864	0.0754	0.09374
Block975	0.7112	0.7086	0.70545
Block976	0.76266	0.79544	0.79561
Block977	0.0006	0.0033	0.00194
Block978	0.73679	0.71825	0.72728
Block979	0.80833	0.81604	0.8078
Block980	0.89783	0.88316	0.89739
Block981	0.83054	0.84196	0.81539
Block982	0	0	1
Block983	0.85131	0.81473	0.86857
Block984	0.87019	0.8066	0.74231
Block985	0.86002	0.87879	0.85457
Block986	0.82487	0.75899	0.80181
Block987	0.8758	0.81853	0.82521
Block988	0.65282	0.60832	0.57921
Block989	0.89889	0.89304	0.86646
Block990	0.04619	0.12154	0.27539
Block991	0.05556	0.17826	0.13429
Block992	0.88768	0.89538	0.88959
Block993	0.05345	0.01851	0.02667
Block994	0.05816	0.12888	0.08561
Block995	0.00311	0.00582	0.01365
Block996	0.07279	0.10797	0.11441
Block997	0.8011	0.6898	0.75416
Block998	0.60044	0.67827	0.57428
Block999	0.73248	0.53233	0.56912
Block1000	0.00998	0.02892	0.02916
Block1001	0.92314	0.89072	0.91075
Block1002	0.82081	0.81749	0.83249
Block1003	0.52381	0.60391	0.68044
Block1004	0.42559	0.41872	0.37066
Block1005	0.01232	0.02201	0.00704
Block1006	0.84214	0.84469	0.82242
Block1007	0.82461	0.83291	0.82568
Block1008	0.83027	0.8283	0.8132
Block1009	0.78173	0.75291	0.70827
Block1010	0.83696	0.81043	0.83033
Block1011	0.00667	0.01875	0.02201
Block1012	0.77404	0.78635	0.77943
Block1013	0.03765	0.07984	0.06209
Block1014	0.7732	0.55707	0.61514
Block1015	0.874	0.85623	0.84884
Block1016	0.86492	0.86153	0.81514
Block1017	0.80195	0.82799	0.80443
Block1018	0.73705	0.5559	0.56607
Block1019	0.8177	0.81036	0.80331
Block1020	0.04991	0.13816	0.14113
Block1021	0.82118	0.95833	0.79532
Block1022	0.84762	0.82782	0.85805
Block1023	0.85777	0.82083	0.81173
Block1024	0.10671	0.10935	0.13479
Block1025	0.78442	0.78186	0.8193
Block1026	0.41715	0.43662	0.42322
Block1027	0.74345	0.77637	0.67611
Block1028	0.87713	0.87036	0.89528
Block1029	0.82939	0.7903	0.81781
Block1030	0.00412	0.00105	0.01066
Block1031	0.8517	0.79221	0.79294
Block1032	0.84179	0.80073	0.80366
Block1033	0.84518	0.85601	0.85942
Block1034	0.88093	0.8688	0.8621
Block1035	0.90118	0.87195	0.92873
Block1036	0.07968	0.0665	0.06056
Block1037	0.80505	0.81233	0.80342
Block1038	0.87074	0.85308	0.87767
Block1039	0.45573	0.50632	0.53696
Block1040	0.76592	0.67076	0.71807
Block1041	0.79373	0.75931	0.78245
Block1042	0.91174	0.92192	0.92038
Block1043	0.04875	0.18708	0.10362
Block1044	0.03105	0.09046	0.09556
Block1045	0.20918	0.28676	0.27877
Block1046	0.17151	0.1649	0.12931
Block1047	0.90742	0.90912	0.91973
Block1048	0.00838	0.01239	0.01221
Block1049	0.79015	0.67647	0.65287
Block1050	0.04856	0.11363	0.07294
Block1051	0.87183	0.76252	0.80879
Block1052	0.72212	0.74844	0.74688
Block1053	0.83184	0.84235	0.87124
Block1054	0.70239	0.40374	0.50398
Block1055	0.88732	0.86166	0.89694
Block1056	0.86375	0.83466	0.84033
Block1057	0.00117	0.00153	0.00057
Block1058	0.42273	0.37705	0.41603
Block1059	0.08429	0.06665	0.06456
Block1060	0.74658	0.76581	0.73045
Block1061	0.0022	0.01153	0.03395
Block1062	0.40856	0.19074	0.18784
Block1063	0.80668	0.82053	0.80702
Block1064	0.77436	0.82533	0.80926
Block1065	0.8469	0.59635	0.65443
Block1066	0.03666	0.09303	0.09456
Block1067	0.75782	0.79654	0.83919
Block1068	0.83779	0.66072	0.65623
Block1069	0.00177	0.00726	0.00754
Block1070	0.15126	0.62386	0.40429
Block1071	0.79829	0.80283	0.78913
Block1072	0	0	5e-05
Block1073	0.02415	0.02894	0.02996
Block1074	0.84565	0.83053	0.84768
Block1075	0.00811	0.01447	0.00384
Block1076	0.82547	0.85567	0.78571
Block1077	0.03334	0.10579	0.07437
Block1078	0.00995	0.01452	0.05101
Block1079	0.04126	0.09584	0.05555
Block1080	0.60511	0.65608	0.66737
Block1081	0.90957	0.87079	0.85859
Block1082	0.90826	0.93193	0.91794
Block1083	0.11502	0.08068	0.08012
Block1084	0.06202	0.06828	0.05102
Block1085	0.79196	0.78193	0.80025
Block1086	0.0455	0.09196	0.13184
Block1087	0.00956	0.00884	0.02242
Block1088	0.85898	0.8811	0.88319
Block1089	0.76308	0.48949	0.54657
Block1090	0.62995	0.35243	0.48258
Block1091	0.9403	0.90141	0.9252
Block1092	0.73175	0.7908	0.79732
Block1093	0.0625	0.18365	0.14884
Block1094	0.85445	0.85606	0.84041
Block1095	0.01642	0.04097	0.00966
Block1096	0.0475	0.06344	0.06065
Block1097	0.11196	0.09873	0.17932
Block1098	0.88047	0.8738	0.80115
Block1099	0.72486	0.72152	0.73442
Block1100	0.67887	0.71227	0.74972
Block1101	0.04336	0.07629	0.07256
Block1102	0.38636	0.35417	0.35544
Block1103	0.00605	0.02936	0.04592
Block1104	0.83384	0.82715	0.81784
Block1105	0.56307	0.62557	0.54827
Block1106	0.55616	0.28667	0.38881
Block1107	0.85551	0.74911	0.75853
Block1108	0.88996	0.88075	0.88497
Block1109	0.89142	0.85868	0.86643
Block1110	0.61746	0.73854	0.73546
Block1111	0	0	0
Block1112	0.81149	0.8228	0.81187
Block1113	0.8116	0.88269	0.89655
Block1114	0.69759	0.73972	0.75839
Block1115	0.8581	0.87108	0.84576
Block1116	0.78279	0.82255	0.78767
Block1117	0.82126	0.75026	0.72765
Block1118	0.83901	0.82346	0.82553
Block1119	0.79932	0.80049	0.83301
Block1120	0.02966	0.15228	0.10144
Block1121	0.87689	0.85771	0.87392
Block1122	9e-05	0.00341	0.00292
Block1123	0.06087	0.09296	0.04796
Block1124	0.0655	0.15977	0.03921
Block1125	0.1039	0.21946	0.1496
Block1126	0.12156	0.18764	0.08185
Block1127	0.73506	0.75188	0.76049
Block1128	0.86796	0.79969	0.87547
Block1129	0.82874	0.86249	0.86069
Block1130	0.84051	0.85504	0.8742
Block1131	0.91778	0.85724	0.84654
Block1132	0.8316	0.8178	0.86096
Block1133	0.79306	0.61959	0.72161
Block1134	0.87607	0.827	0.82065
Block1135	0.84272	0.85654	0.84331
Block1136	0.90999	0.85911	0.88987
Block1137	0.57226	0.64907	0.67177
Block1138	0.79273	0.78346	0.8624
Block1139	0.06672	0.15257	0.1136
Block1140	0.74652	0.4613	0.53184
Block1141	0.00858	0.09497	0.02454
Block1142	0.64556	0.76786	0.76797
Block1143	0.04913	0.13682	0.10522
Block1144	0	0.85	1
Block1145	0.84458	0.87809	0.81513
Block1146	0.55739	0.61522	0.58472
Block1147	0.79705	0.81359	0.79757
Block1148	0.8545	0.85767	0.8814
Block1149	0.77134	0.78486	0.77795
Block1150	0.49	0.75568	0.60156
Block1151	0.89678	0.9184	0.88232
Block1152	0.7572	0.73824	0.74813
Block1153	0.01335	0.01533	0.01587
Block1154	0.03713	0.10168	0.06014
Block1155	0.82051	0.87394	0.85099
Block1156	0.7436	0.70037	0.69489
Block1157	0.90914	0.82718	0.88064
Block1158	0.80376	0.42978	0.50447
Block1159	0.80835	0.83587	0.80459
Block1160	0.00715	0.00575	0.01212
Block1161	0.00172	0.00504	0.00608
Block1162	0.81482	0.77701	0.76913
Block1163	0.46067	0.4128	0.79551
Block1164	0.009	0.01757	0.01578
Block1165	0.04291	0.11214	0.08439
Block1166	0.76115	0.69696	0.72828
Block1167	0.80342	0.77952	0.78557
Block1168	0.83984	0.77361	0.85907
Block1169	0.64583	0.30019	0.39722
Block1170	0.85741	0.8349	0.88065
Block1171	0.10219	0.45856	0.41729
Block1172	0.88235	0.88733	0.87838
Block1173	0.76584	0.65792	0.63615
Block1174	0.8838	0.875	0.7732
Block1175	0.01498	0.01297	0.03934
Block1176	0.87902	0.83039	0.83148
Block1177	0.47286	0.17458	0.25945
Block1178	0.74294	0.73997	0.74924
Block1179	0.77824	0.60392	0.56906
Block1180	0.61111	0.77455	0.73024
Block1181	0.8722	0.85183	0.8623
Block1182	0.8738	0.85605	0.89557
Block1183	0.85546	0.84889	0.80795
Block1184	0.63066	0.61664	0.63059
Block1185	0.8	0.90217	0.91447
Block1186	0.79785	0.73429	0.77577
Block1187	0.54654	0.34935	0.37309
Block1188	0.90372	0.86183	0.81576
Block1189	0.38078	0.68632	0.58203
Block1190	0.01818	0.09335	0.05852
Block1191	0.56914	0.50642	0.63664
Block1192	0.05279	0.04032	0.03672
Block1193	0.66864	0.57247	0.54198
Block1194	0.8232	0.84701	0.85226
Block1195	0.93669	0.94578	0.94651
Block1196	0.59436	0.78826	0.77024
Block1197	0.87148	0.85892	0.86846
Block1198	0.78858	0.79299	0.89103
Block1199	0.03707	0.07871	0.03597
Block1200	0.84795	0.82598	0.83848
Block1201	0.77085	0.73708	0.75614
Block1202	0.8568	0.91422	0.84604
Block1203	0.71865	0.7552	0.70607
Block1204	0.80603	0.81481	0.79413
Block1205	0.74169	0.76993	0.74835
Block1206	0.11131	0.17993	0.17068
Block1207	0.02855	0.05564	0.08459
Block1208	0.7303	0.7218	0.6861
Block1209	0	0	0.00051
Block1210	0.04139	0.05362	0.14611
Block1211	0.78132	0.73412	0.74862
Block1212	0.89395	0.90068	0.86551
Block1213	0.85	0.82601	0.87829
Block1214	0.8382	0.8032	0.76439
Block1215	0.89013	0.87969	0.87714
Block1216	0.01977	0.02537	0.0367
Block1217	0.01902	0.01529	0.0302
Block1218	0.08279	0.0622	0.06851
Block1219	0.90783	0.87965	0.87362
Block1220	0.8359	0.81156	0.77742
Block1221	0.14451	0.40092	0.32945
Block1222	0.88937	0.85557	0.8566
Block1223	0	0	0
Block1224	0.73842	0.6009	0.60155
Block1225	0.76001	0.77568	0.75097
Block1226	0.0024	0.00211	0.00641
Block1227	0.19408	0.19691	0.10909
Block1228	0.31741	0.20528	0.28584
Block1229	0.89018	0.86989	0.88807
Block1230	0.68304	0.73896	0.70947
Block1231	0.11613	0.08471	0.08366
Block1232	0.33415	0.38707	0.31023
Block1233	0.88134	0.85152	0.85289
Block1234	0.36478	0.29824	0.3012
Block1235	0.00394	0.00667	0.02134
Block1236	0.00628	0.05468	0.02772
Block1237	0.032	0.0915	0.05022
Block1238	0.00364	0.00452	0.00471
Block1239	0.0112	0.01221	0.02399
Block1240	0.84447	0.86431	0.88515
Block1241	0.77746	0.76312	0.75275
Block1242	0.82181	0.81191	0.79919
Block1243	0.75981	0.79036	0.78057
Block1244	0.86852	0.81956	0.86088
Block1245	0.04284	0.12305	0.10885
Block1246	0.00057	0.00078	0.00072
Block1247	0.7555	0.79966	0.77262
Block1248	0.7796	0.84648	0.79649
Block1249	0.83268	0.83504	0.84636
Block1250	0.83585	0.8629	0.84844
Block1251	0.78193	0.69987	0.70216
Block1252	0.83048	0.74619	0.75156
Block1253	0.82828	0.8623	0.87811
Block1254	0.784	0.8417	0.81411
Block1255	0.67042	0.59965	0.60949
Block1256	0.87092	0.77724	0.82826
Block1257	0.04444	0.10573	0.08446
Block1258	0.55844	0.73595	0.72024
Block1259	0.83776	0.81033	0.82768
Block1260	0.73528	0.55235	0.52565
Block1261	0.06673	0.02847	0.07385
Block1262	0.85475	0.82928	0.80321
Block1263	0.67403	0.41135	0.43144
Block1264	0.77509	0.70071	0.77762
Block1265	0.75814	0.73378	0.77007
Block1266	0.86016	0.904	0.91273
Block1267	0.83765	0.8168	0.86183
Block1268	0.01313	0.01993	0.00781
Block1269	0.82262	0.8434	0.83565
Block1270	0.90251	0.93553	0.91148
Block1271	0.95313	0.91346	0.84314
Block1272	0.01149	0.02911	0.03572
Block1273	0.67047	0.54724	0.5602
Block1274	0.81785	0.75758	0.74018
Block1275	0.01346	0.0195	0.02926
Block1276	0.93396	0.93039	0.93374
Block1277	0.86957	0.82	0.88095
Block1278	0.86458	0.66667	0.72727
Block1279	0.65631	0.66388	0.63934
Block1280	0.70008	0.69015	0.66964
Block1281	0.85821	0.74164	0.74153
Block1282	0.70343	0.50897	0.50552
Block1283	0.88976	0.86353	0.89499
Block1284	0.65436	0.65642	0.67614
Block1285	0.539	0.49398	0.41115
Block1286	0.69696	0.67737	0.72489
Block1287	0.83112	0.80593	0.80964
Block1288	0.70719	0.4472	0.39583
Block1289	0.8131	0.81911	0.79426
Block1290	0.83836	0.86465	0.88357
Block1291	0.91642	0.86427	0.91371
Block1292	0.82534	0.70661	0.74227
Block1293	0.0793	0.22648	0.15121
Block1294	0.67437	0.78669	0.81633
Block1295	0.01474	0.13442	0.08197
Block1296	0.47544	0.1668	0.14352
Block1297	0	0	0
Block1298	0.0004	0.00033	0.00019
Block1299	0.98148	0.84804	0.89197
Block1300	0.00274	0.00658	0.00527
Block1301	0.03249	0.08901	0.10545
Block1302	0.85647	0.80158	0.8287
Block1303	0.82028	0.85431	0.78306
Block1304	0.0676	0.05394	0.10803
Block1305	0.85168	0.8173	0.83165
Block1306	0.90574	0.84722	0.84992
Block1307	0.03027	0.0031	0.01902
Block1308	0.21028	0.18807	0.11217
Block1309	0.00156	5e-05	0.00334
Block1310	0.85727	0.84673	0.86406
Block1311	0.76238	0.60954	0.74299
Block1312	0.90083	0.85148	0.85714
Block1313	0.84407	0.88752	0.88948
Block1314	0.85723	0.88095	0.8682
Block1315	0.0593	0.12345	0.22972
Block1316	0.81362	0.78137	0.78906
Block1317	0.00681	0.02691	0.03976
Block1318	0.03858	0.05894	0.0599
Block1319	0.23427	0.10827	0.15131
Block1320	0.08081	0.08186	0.1238
Block1321	0.93842	0.89842	0.93495
Block1322	0.81793	0.8036	0.83159
Block1323	0.76641	0.70302	0.72972
Block1324	0.88077	0.91667	0.81908
Block1325	0.86792	0.85507	0.88043
Block1326	0.78261	0.78671	0.87874
Block1327	0.81161	0.79256	0.8036
Block1328	0.88722	0.90163	0.90792
Block1329	0.05716	0.03137	0.04242
Block1330	0.90984	0.79763	0.88402
Block1331	0.89016	0.80989	0.8262
Block1332	0.04267	0.29852	0.17779
Block1333	0.89185	0.90811	0.88668
Block1334	0.09855	0.15607	0.15015
Block1335	0.875	0.87366	0.83761
Block1336	0.8937	0.80426	0.85568
Block1337	0.73565	0.68624	0.56672
Block1338	0.80519	0.85427	0.87267
Block1339	0.83667	0.73984	0.7144
Block1340	0.92	0.87821	0.8559
Block1341	0.92271	0.9	0.91148
Block1342	0.10152	0.10332	0.08857
